document_name,author,words
Treatise on Parents and Children,Bernard Shaw,"['And', 'our', 'citizens', 'all', 'school', 'taught', 'are', 'walking', 'in', 'the', 'same', 'darkness']"
Treatise on Parents and Children,Bernard Shaw,"['As', 'I', 'write', 'these', 'lines', 'the', 'Home', 'Secretary', 'is', 'explaining', 'that', 'a', 'man', 'who', 'has', 'been', 'imprisoned', 'for', 'blasphemy', 'must', 'not', 'be', 'released', 'because', 'his', 'remarks', 'were', 'painful', 'to', 'the', 'feelings', 'of', 'his', 'pious', 'fellow', 'townsmen']"
Treatise on Parents and Children,Bernard Shaw,"['Now', 'it', 'happens', 'that', 'this', 'very', 'Home', 'Secretary', 'has', 'driven', 'many', 'thousands', 'of', 'his', 'fellow', 'citizens', 'almost', 'beside', 'themselves', 'by', 'the', 'crudity', 'of', 'his', 'notions', 'of', 'government', 'and', 'his', 'simple', 'inability', 'to', 'understand', 'why', 'he', 'should', 'not', 'use', 'and', 'make', 'laws', 'to', 'torment', 'and', 'subdue', 'people', 'who', 'do', 'not', 'happen', 'to', 'agree', 'with', 'him']"
Treatise on Parents and Children,Bernard Shaw,"['In', 'a', 'word', 'he', 'is', 'not', 'a', 'politician', 'but', 'a', 'grown', 'up', 'schoolboy', 'who', 'has', 'at', 'last', 'got', 'a', 'cane', 'in', 'his', 'hand']"
Treatise on Parents and Children,Bernard Shaw,"['And', 'as', 'all', 'the', 'rest', 'of', 'us', 'are', 'in', 'the', 'same', 'condition', 'except', 'as', 'to', 'command', 'of', 'the', 'cane', 'the', 'only', 'objection', 'made', 'to', 'his', 'proceedings', 'takes', 'the', 'shape', 'of', 'clamorous', 'demands', 'that', 'he', 'should', 'be', 'caned', 'instead', 'of', 'being', 'allowed', 'to', 'cane', 'other', 'people']"
Treatise on Parents and Children,Bernard Shaw,"['The', 'Sin', 'of', 'Athanasius', 'It', 'seems', 'hopeless']"
Treatise on Parents and Children,Bernard Shaw,"['Anarchists', 'are', 'tempted', 'to', 'preach', 'a', 'violent', 'and', 'implacable', 'resistance', 'to', 'all', 'law', 'as', 'the', 'only', 'remedy', 'and', 'the', 'result', 'of', 'that', 'speedily', 'is', 'that', 'people', 'welcome', 'any', 'tyranny', 'that', 'will', 'rescue', 'them', 'from', 'chaos']"
Treatise on Parents and Children,Bernard Shaw,"['But', 'there', 'is', 'really', 'no', 'need', 'to', 'choose', 'between', 'anarchy', 'and', 'tyranny']"
Treatise on Parents and Children,Bernard Shaw,"['A', 'quite', 'reasonable', 'state', 'of', 'things', 'is', 'practicable', 'if', 'we', 'proceed', 'on', 'human', 'assumptions', 'and', 'not', 'on', 'academic', 'ones']"
Treatise on Parents and Children,Bernard Shaw,"['If', 'adults', 'will', 'frankly', 'give', 'up', 'their', 'claim', 'to', 'know', 'better', 'than', 'children', 'what', 'the', 'purposes', 'of', 'the', 'Life', 'Force', 'are', 'and', 'treat', 'the', 'child', 'as', 'an', 'experiment', 'like', 'themselves', 'and', 'possibly', 'a', 'more', 'successful', 'one', 'and', 'at', 'the', 'same', 'time', 'relinquish', 'their', 'monstrous', 'parental', 'claims', 'to', 'personal', 'private', 'property', 'in', 'children', 'the', 'rest', 'must', 'be', 'left', 'to', 'common', 'sense']"
Treatise on Parents and Children,Bernard Shaw,"['It', 'is', 'our', 'attitude', 'our', 'religion', 'that', 'is', 'wrong']"
Treatise on Parents and Children,Bernard Shaw,"['A', 'good', 'beginning', 'might', 'be', 'made', 'by', 'enacting', 'that', 'any', 'person', 'dictating', 'a', 'piece', 'of', 'conduct', 'to', 'a', 'child', 'or', 'to', 'anyone', 'else', 'as', 'the', 'will', 'of', 'God', 'or', 'as', 'absolutely', 'right', 'should', 'be', 'dealt', 'with', 'as', 'a', 'blasphemer', 'as', 'indeed', 'guilty', 'of', 'the', 'unpardonable', 'sin', 'against', 'the', 'Holy', 'Ghost']"
Treatise on Parents and Children,Bernard Shaw,"['If', 'the', 'penalty', 'were', 'death', 'it', 'would', 'rid', 'us', 'at', 'once', 'of', 'that', 'scourge', 'of', 'humanity', 'the', 'amateur', 'Pope']"
Treatise on Parents and Children,Bernard Shaw,"['As', 'an', 'Irish', 'Protestant', 'I', 'raise', 'the', 'cry', 'of', 'No', 'Popery', 'with', 'hereditary', 'zest']"
Crime and Punishment,Fyodor Dostoyevsky,"['I', 'll', 'get', 'a', 'passport', 'two', 'passports', 'one', 'for', 'him', 'and', 'one', 'for', 'me']"
Crime and Punishment,Fyodor Dostoyevsky,"['I', 'have', 'friends']"
Crime and Punishment,Fyodor Dostoyevsky,"['capable', 'people']"
Crime and Punishment,Fyodor Dostoyevsky,"['If', 'you', 'like', 'I', 'll', 'take', 'a', 'passport', 'for', 'you']"
Crime and Punishment,Fyodor Dostoyevsky,"['for', 'your', 'mother']"
Crime and Punishment,Fyodor Dostoyevsky,"['What', 'do', 'you', 'want', 'with', 'Razumihin']"
Crime and Punishment,Fyodor Dostoyevsky,"['I', 'love', 'you', 'too']"
Crime and Punishment,Fyodor Dostoyevsky,"['I', 'love', 'you', 'beyond', 'everything']"
Crime and Punishment,Fyodor Dostoyevsky,"['Let', 'me', 'kiss', 'the', 'hem', 'of', 'your', 'dress', 'let', 'me', 'let', 'me']"
Crime and Punishment,Fyodor Dostoyevsky,"['The', 'very', 'rustle', 'of', 'it', 'is', 'too', 'much', 'for', 'me']"
Crime and Punishment,Fyodor Dostoyevsky,"['Tell', 'me', 'do', 'that', 'and', 'I', 'll', 'do', 'it']"
Crime and Punishment,Fyodor Dostoyevsky,"['I', 'll', 'do', 'everything']"
Crime and Punishment,Fyodor Dostoyevsky,"['I', 'will', 'do', 'the', 'impossible']"
Crime and Punishment,Fyodor Dostoyevsky,"['What', 'you', 'believe', 'I', 'will', 'believe']"
Crime and Punishment,Fyodor Dostoyevsky,"['I', 'll', 'do', 'anything', 'anything']"
Crime and Punishment,Fyodor Dostoyevsky,"['Don', 't', 'don', 't', 'look', 'at', 'me', 'like', 'that']"
Crime and Punishment,Fyodor Dostoyevsky,"['Do', 'you', 'know', 'that', 'you', 'are', 'killing', 'me', 'He', 'was', 'almost', 'beginning', 'to', 'rave']"
Crime and Punishment,Fyodor Dostoyevsky,"['Something', 'seemed', 'suddenly', 'to', 'go', 'to', 'his', 'head']"
Crime and Punishment,Fyodor Dostoyevsky,"['Dounia', 'jumped', 'up', 'and', 'rushed', 'to', 'the', 'door']"
Crime and Punishment,Fyodor Dostoyevsky,"['Open', 'it']"
Crime and Punishment,Fyodor Dostoyevsky,"['Open', 'it', 'she', 'called', 'shaking', 'the', 'door']"
Crime and Punishment,Fyodor Dostoyevsky,"['Open', 'it']"
Crime and Punishment,Fyodor Dostoyevsky,"['Is', 'there', 'no', 'one', 'there', 'Svidriga', 'lov', 'got', 'up', 'and', 'came', 'to', 'himself']"
Crime and Punishment,Fyodor Dostoyevsky,"['His', 'still', 'trembling', 'lips', 'slowly', 'broke', 'into', 'an', 'angry', 'mocking', 'smile']"
Crime and Punishment,Fyodor Dostoyevsky,"['There', 'is', 'no', 'one', 'at', 'home', 'he', 'said', 'quietly', 'and', 'emphatically']"
Crime and Punishment,Fyodor Dostoyevsky,"['The', 'landlady', 'has', 'gone', 'out', 'and', 'it', 's', 'waste', 'of', 'time', 'to', 'shout', 'like', 'that']"
Crime and Punishment,Fyodor Dostoyevsky,"['You', 'are', 'only', 'exciting', 'yourself', 'uselessly', 'Where', 'is', 'the', 'key']"
Crime and Punishment,Fyodor Dostoyevsky,"['Open', 'the', 'door', 'at', 'once', 'at', 'once', 'base', 'man', 'I', 'have', 'lost', 'the', 'key', 'and', 'cannot', 'find', 'it', 'This', 'is', 'an', 'outrage', 'cried', 'Dounia', 'turning', 'pale', 'as', 'death']"
Crime and Punishment,Fyodor Dostoyevsky,"['She', 'rushed', 'to', 'the', 'furthest', 'corner', 'where', 'she', 'made', 'haste', 'to', 'barricade', 'herself', 'with', 'a', 'little', 'table']"
Crime and Punishment,Fyodor Dostoyevsky,"['She', 'did', 'not', 'scream', 'but', 'she', 'fixed', 'her', 'eyes', 'on', 'her', 'tormentor', 'and', 'watched', 'every', 'movement', 'he', 'made']"
Crime and Punishment,Fyodor Dostoyevsky,"['Svidriga', 'lov', 'remained', 'standing', 'at', 'the', 'other', 'end', 'of', 'the', 'room', 'facing', 'her']"
Crime and Punishment,Fyodor Dostoyevsky,"['He', 'was', 'positively', 'composed', 'at', 'least', 'in', 'appearance', 'but', 'his', 'face', 'was', 'pale', 'as', 'before']"
Crime and Punishment,Fyodor Dostoyevsky,"['The', 'mocking', 'smile', 'did', 'not', 'leave', 'his', 'face']"
Crime and Punishment,Fyodor Dostoyevsky,"['You', 'spoke', 'of', 'outrage', 'just', 'now', 'Avdotya', 'Romanovna']"
Crime and Punishment,Fyodor Dostoyevsky,"['In', 'that', 'case', 'you', 'may', 'be', 'sure', 'I', 've', 'taken', 'measures']"
Crime and Punishment,Fyodor Dostoyevsky,"['Sofya', 'Semyonovna', 'is', 'not', 'at', 'home']"
Crime and Punishment,Fyodor Dostoyevsky,"['The', 'Kapernaumovs', 'are', 'far', 'away', 'there', 'are', 'five', 'locked', 'rooms', 'between']"
Crime and Punishment,Fyodor Dostoyevsky,"['I', 'am', 'at', 'least', 'twice', 'as', 'strong', 'as', 'you', 'are', 'and', 'I', 'have', 'nothing', 'to', 'fear', 'besides']"
Crime and Punishment,Fyodor Dostoyevsky,"['For', 'you', 'could', 'not', 'complain', 'afterwards']"
Crime and Punishment,Fyodor Dostoyevsky,"['You', 'surely', 'would', 'not', 'be', 'willing', 'actually', 'to', 'betray', 'your', 'brother']"
Crime and Punishment,Fyodor Dostoyevsky,"['Besides', 'no', 'one', 'would', 'believe', 'you']"
Crime and Punishment,Fyodor Dostoyevsky,"['How', 'should', 'a', 'girl', 'have', 'come', 'alone', 'to', 'visit', 'a', 'solitary', 'man', 'in', 'his', 'lodgings']"
Crime and Punishment,Fyodor Dostoyevsky,"['So', 'that', 'even', 'if', 'you', 'do', 'sacrifice', 'your', 'brother', 'you', 'could', 'prove', 'nothing']"
Crime and Punishment,Fyodor Dostoyevsky,"['It', 'is', 'very', 'difficult', 'to', 'prove', 'an', 'assault', 'Avdotya', 'Romanovna', 'Scoundrel', 'whispered', 'Dounia', 'indignantly']"
Crime and Punishment,Fyodor Dostoyevsky,"['As', 'you', 'like', 'but', 'observe', 'I', 'was', 'only', 'speaking', 'by', 'way', 'of', 'a', 'general', 'proposition']"
Crime and Punishment,Fyodor Dostoyevsky,"['It', 's', 'my', 'personal', 'conviction', 'that', 'you', 'are', 'perfectly', 'right', 'violence', 'is', 'hateful']"
Crime and Punishment,Fyodor Dostoyevsky,"['I', 'only', 'spoke', 'to', 'show', 'you', 'that', 'you', 'need', 'have', 'no', 'remorse', 'even', 'if']"
Crime and Punishment,Fyodor Dostoyevsky,"['you', 'were', 'willing', 'to', 'save', 'your', 'brother', 'of', 'your', 'own', 'accord', 'as', 'I', 'suggest', 'to', 'you']"
Crime and Punishment,Fyodor Dostoyevsky,"['You', 'would', 'be', 'simply', 'submitting', 'to', 'circumstances', 'to', 'violence', 'in', 'fact', 'if', 'we', 'must', 'use', 'that', 'word']"
Crime and Punishment,Fyodor Dostoyevsky,"['Think', 'about', 'it']"
Crime and Punishment,Fyodor Dostoyevsky,"['Your', 'brother', 's', 'and', 'your', 'mother', 's', 'fate', 'are', 'in', 'your', 'hands']"
Crime and Punishment,Fyodor Dostoyevsky,"['I', 'will', 'be', 'your', 'slave']"
Crime and Punishment,Fyodor Dostoyevsky,"['all', 'my', 'life']"
Crime and Punishment,Fyodor Dostoyevsky,"['I', 'will', 'wait', 'here', 'Svidriga', 'lov', 'sat', 'down', 'on', 'the', 'sofa', 'about', 'eight', 'steps', 'from', 'Dounia']"
Crime and Punishment,Fyodor Dostoyevsky,"['She', 'had', 'not', 'the', 'slightest', 'doubt', 'now', 'of', 'his', 'unbending', 'determination']"
Crime and Punishment,Fyodor Dostoyevsky,"['Besides', 'she', 'knew', 'him']"
Crime and Punishment,Fyodor Dostoyevsky,"['Suddenly', 'she', 'pulled', 'out', 'of', 'her', 'pocket', 'a', 'revolver', 'cocked', 'it', 'and', 'laid', 'it', 'in', 'her', 'hand', 'on', 'the', 'table']"
Crime and Punishment,Fyodor Dostoyevsky,"['Svidriga', 'lov', 'jumped', 'up']"
Crime and Punishment,Fyodor Dostoyevsky,['Aha']
Crime and Punishment,Fyodor Dostoyevsky,"['So', 'that', 's', 'it', 'is', 'it', 'he', 'cried', 'surprised', 'but', 'smiling', 'maliciously']"
Crime and Punishment,Fyodor Dostoyevsky,"['Well', 'that', 'completely', 'alters', 'the', 'aspect', 'of', 'affairs']"
Crime and Punishment,Fyodor Dostoyevsky,"['You', 've', 'made', 'things', 'wonderfully', 'easier', 'for', 'me', 'Avdotya', 'Romanovna']"
Crime and Punishment,Fyodor Dostoyevsky,"['But', 'where', 'did', 'you', 'get', 'the', 'revolver']"
Crime and Punishment,Fyodor Dostoyevsky,"['Was', 'it', 'Mr']"
Crime and Punishment,Fyodor Dostoyevsky,['Razumihin']
Crime and Punishment,Fyodor Dostoyevsky,"['Why', 'it', 's', 'my', 'revolver', 'an', 'old', 'friend']"
Crime and Punishment,Fyodor Dostoyevsky,"['And', 'how', 'I', 've', 'hunted', 'for', 'it']"
Crime and Punishment,Fyodor Dostoyevsky,"['The', 'shooting', 'lessons', 'I', 've', 'given', 'you', 'in', 'the', 'country', 'have', 'not', 'been', 'thrown', 'away', 'It', 's', 'not', 'your', 'revolver', 'it', 'belonged', 'to', 'Marfa', 'Petrovna', 'whom', 'you', 'killed', 'wretch']"
Crime and Punishment,Fyodor Dostoyevsky,"['There', 'was', 'nothing', 'of', 'yours', 'in', 'her', 'house']"
Crime and Punishment,Fyodor Dostoyevsky,"['I', 'took', 'it', 'when', 'I', 'began', 'to', 'suspect', 'what', 'you', 'were', 'capable', 'of']"
Crime and Punishment,Fyodor Dostoyevsky,"['If', 'you', 'dare', 'to', 'advance', 'one', 'step', 'I', 'swear', 'I', 'll', 'kill', 'you', 'She', 'was', 'frantic']"
Crime and Punishment,Fyodor Dostoyevsky,"['But', 'your', 'brother']"
Crime and Punishment,Fyodor Dostoyevsky,"['I', 'ask', 'from', 'curiosity', 'said', 'Svidriga', 'lov', 'still', 'standing', 'where', 'he', 'was']"
Crime and Punishment,Fyodor Dostoyevsky,"['Inform', 'if', 'you', 'want', 'to']"
Crime and Punishment,Fyodor Dostoyevsky,"['Don', 't', 'stir']"
Crime and Punishment,Fyodor Dostoyevsky,"['Don', 't', 'come', 'nearer']"
Crime and Punishment,Fyodor Dostoyevsky,"['I', 'll', 'shoot']"
Crime and Punishment,Fyodor Dostoyevsky,"['You', 'poisoned', 'your', 'wife', 'I', 'know', 'you', 'are', 'a', 'murderer', 'yourself', 'She', 'held', 'the', 'revolver', 'ready']"
Crime and Punishment,Fyodor Dostoyevsky,"['Are', 'you', 'so', 'positive', 'I', 'poisoned', 'Marfa', 'Petrovna', 'You', 'did']"
Crime and Punishment,Fyodor Dostoyevsky,"['You', 'hinted', 'it', 'yourself', 'you', 'talked', 'to', 'me', 'of', 'poison']"
Crime and Punishment,Fyodor Dostoyevsky,"['I', 'know', 'you', 'went', 'to', 'get', 'it']"
Crime and Punishment,Fyodor Dostoyevsky,"['you', 'had', 'it', 'in', 'readiness']"
Crime and Punishment,Fyodor Dostoyevsky,"['It', 'was', 'your', 'doing']"
Crime and Punishment,Fyodor Dostoyevsky,"['It', 'must', 'have', 'been', 'your', 'doing']"
Crime and Punishment,Fyodor Dostoyevsky,"['Scoundrel', 'Even', 'if', 'that', 'were', 'true', 'it', 'would', 'have', 'been', 'for', 'your', 'sake']"
Crime and Punishment,Fyodor Dostoyevsky,"['you', 'would', 'have', 'been', 'the', 'cause', 'You', 'are', 'lying']"
Crime and Punishment,Fyodor Dostoyevsky,"['I', 'hated', 'you', 'always', 'always', 'Oho', 'Avdotya', 'Romanovna']"
Crime and Punishment,Fyodor Dostoyevsky,"['You', 'seem', 'to', 'have', 'forgotten', 'how', 'you', 'softened', 'to', 'me', 'in', 'the', 'heat', 'of', 'propaganda']"
Crime and Punishment,Fyodor Dostoyevsky,"['I', 'saw', 'it', 'in', 'your', 'eyes']"
Crime and Punishment,Fyodor Dostoyevsky,"['Do', 'you', 'remember', 'that', 'moonlight', 'night', 'when', 'the', 'nightingale', 'was', 'singing', 'That', 's', 'a', 'lie', 'there', 'was', 'a', 'flash', 'of', 'fury', 'in', 'Dounia', 's', 'eyes', 'that', 's', 'a', 'lie', 'and', 'a', 'libel', 'A', 'lie']"
Crime and Punishment,Fyodor Dostoyevsky,"['Well', 'if', 'you', 'like', 'it', 's', 'a', 'lie']"
Crime and Punishment,Fyodor Dostoyevsky,"['I', 'made', 'it', 'up']"
Crime and Punishment,Fyodor Dostoyevsky,"['Women', 'ought', 'not', 'to', 'be', 'reminded', 'of', 'such', 'things', 'he', 'smiled']"
Crime and Punishment,Fyodor Dostoyevsky,"['I', 'know', 'you', 'will', 'shoot', 'you', 'pretty', 'wild', 'creature']"
Crime and Punishment,Fyodor Dostoyevsky,"['Well', 'shoot', 'away', 'Dounia', 'raised', 'the', 'revolver', 'and', 'deadly', 'pale', 'gazed', 'at', 'him', 'measuring', 'the', 'distance', 'and', 'awaiting', 'the', 'first', 'movement', 'on', 'his', 'part']"
Crime and Punishment,Fyodor Dostoyevsky,"['Her', 'lower', 'lip', 'was', 'white', 'and', 'quivering', 'and', 'her', 'big', 'black', 'eyes', 'flashed', 'like', 'fire']"
Crime and Punishment,Fyodor Dostoyevsky,"['He', 'had', 'never', 'seen', 'her', 'so', 'handsome']"
Crime and Punishment,Fyodor Dostoyevsky,"['The', 'fire', 'glowing', 'in', 'her', 'eyes', 'at', 'the', 'moment', 'she', 'raised', 'the', 'revolver', 'seemed', 'to', 'kindle', 'him', 'and', 'there', 'was', 'a', 'pang', 'of', 'anguish', 'in', 'his', 'heart']"
Crime and Punishment,Fyodor Dostoyevsky,"['He', 'took', 'a', 'step', 'forward', 'and', 'a', 'shot', 'rang', 'out']"
Crime and Punishment,Fyodor Dostoyevsky,"['The', 'bullet', 'grazed', 'his', 'hair', 'and', 'flew', 'into', 'the', 'wall', 'behind']"
Notes from the Underground,Fyodor Dostoyevsky,"['But', 'the', 'trouble', 'was', 'that', 'the', 'hysterics', 'could', 'not', 'go', 'on', 'for', 'ever', 'and', 'I', 'am', 'writing', 'the', 'loathsome', 'truth', 'lying', 'face', 'downwards', 'on', 'the', 'sofa', 'with', 'my', 'face', 'thrust', 'into', 'my', 'nasty', 'leather', 'pillow', 'I', 'began', 'by', 'degrees', 'to', 'be', 'aware', 'of', 'a', 'far', 'away', 'involuntary', 'but', 'irresistible', 'feeling', 'that', 'it', 'would', 'be', 'awkward', 'now', 'for', 'me', 'to', 'raise', 'my', 'head', 'and', 'look', 'Liza', 'straight', 'in', 'the', 'face']"
Notes from the Underground,Fyodor Dostoyevsky,"['Why', 'was', 'I', 'ashamed']"
Notes from the Underground,Fyodor Dostoyevsky,"['I', ""don't"", 'know', 'but', 'I', 'was', 'ashamed']"
Notes from the Underground,Fyodor Dostoyevsky,"['The', 'thought', 'too', 'came', 'into', 'my', 'overwrought', 'brain', 'that', 'our', 'parts', 'now', 'were', 'completely', 'changed', 'that', 'she', 'was', 'now', 'the', 'heroine', 'while', 'I', 'was', 'just', 'a', 'crushed', 'and', 'humiliated', 'creature', 'as', 'she', 'had', 'been', 'before', 'me', 'that', 'night', 'four', 'days', 'before']"
Notes from the Underground,Fyodor Dostoyevsky,"['And', 'all', 'this', 'came', 'into', 'my', 'mind', 'during', 'the', 'minutes', 'I', 'was', 'lying', 'on', 'my', 'face', 'on', 'the', 'sofa']"
Notes from the Underground,Fyodor Dostoyevsky,"['My', 'God']"
Notes from the Underground,Fyodor Dostoyevsky,"['surely', 'I', 'was', 'not', 'envious', 'of', 'her', 'then']"
Notes from the Underground,Fyodor Dostoyevsky,"['I', ""don't"", 'know', 'to', 'this', 'day', 'I', 'cannot', 'decide', 'and', 'at', 'the', 'time', 'of', 'course', 'I', 'was', 'still', 'less', 'able', 'to', 'understand', 'what', 'I', 'was', 'feeling', 'than', 'now']"
Notes from the Underground,Fyodor Dostoyevsky,"['I', 'cannot', 'get', 'on', 'without', 'domineering', 'and', 'tyrannising', 'over', 'someone', 'but']"
Notes from the Underground,Fyodor Dostoyevsky,"['there', 'is', 'no', 'explaining', 'anything', 'by', 'reasoning', 'and', 'so', 'it', 'is', 'useless', 'to', 'reason']"
Notes from the Underground,Fyodor Dostoyevsky,"['I', 'conquered', 'myself', 'however', 'and', 'raised', 'my', 'head', 'I', 'had', 'to', 'do', 'so', 'sooner', 'or', 'later']"
Notes from the Underground,Fyodor Dostoyevsky,"['and', 'I', 'am', 'convinced', 'to', 'this', 'day', 'that', 'it', 'was', 'just', 'because', 'I', 'was', 'ashamed', 'to', 'look', 'at', 'her', 'that', 'another', 'feeling', 'was', 'suddenly', 'kindled', 'and', 'flamed', 'up', 'in', 'my', 'heart']"
Notes from the Underground,Fyodor Dostoyevsky,"['a', 'feeling', 'of', 'mastery', 'and', 'possession']"
Notes from the Underground,Fyodor Dostoyevsky,"['My', 'eyes', 'gleamed', 'with', 'passion', 'and', 'I', 'gripped', 'her', 'hands', 'tightly']"
Notes from the Underground,Fyodor Dostoyevsky,"['How', 'I', 'hated', 'her', 'and', 'how', 'I', 'was', 'drawn', 'to', 'her', 'at', 'that', 'minute']"
Notes from the Underground,Fyodor Dostoyevsky,"['The', 'one', 'feeling', 'intensified', 'the', 'other']"
Notes from the Underground,Fyodor Dostoyevsky,"['It', 'was', 'almost', 'like', 'an', 'act', 'of', 'vengeance']"
Notes from the Underground,Fyodor Dostoyevsky,"['At', 'first', 'there', 'was', 'a', 'look', 'of', 'amazement', 'even', 'of', 'terror', 'on', 'her', 'face', 'but', 'only', 'for', 'one', 'instant']"
Notes from the Underground,Fyodor Dostoyevsky,"['She', 'warmly', 'and', 'rapturously', 'embraced', 'me']"
Notes from the Underground,Fyodor Dostoyevsky,"['X', 'A', 'quarter', 'of', 'an', 'hour', 'later', 'I', 'was', 'rushing', 'up', 'and', 'down', 'the', 'room', 'in', 'frenzied', 'impatience', 'from', 'minute', 'to', 'minute', 'I', 'went', 'up', 'to', 'the', 'screen', 'and', 'peeped', 'through', 'the', 'crack', 'at', 'Liza']"
Notes from the Underground,Fyodor Dostoyevsky,"['She', 'was', 'sitting', 'on', 'the', 'ground', 'with', 'her', 'head', 'leaning', 'against', 'the', 'bed', 'and', 'must', 'have', 'been', 'crying']"
Notes from the Underground,Fyodor Dostoyevsky,"['But', 'she', 'did', 'not', 'go', 'away', 'and', 'that', 'irritated', 'me']"
Notes from the Underground,Fyodor Dostoyevsky,"['This', 'time', 'she', 'understood', 'it', 'all']"
Notes from the Underground,Fyodor Dostoyevsky,"['I', 'had', 'insulted', 'her', 'finally', 'but']"
Notes from the Underground,Fyodor Dostoyevsky,"[""there's"", 'no', 'need', 'to', 'describe', 'it']"
Notes from the Underground,Fyodor Dostoyevsky,"['She', 'realised', 'that', 'my', 'outburst', 'of', 'passion', 'had', 'been', 'simply', 'revenge', 'a', 'fresh', 'humiliation', 'and', 'that', 'to', 'my', 'earlier', 'almost', 'causeless', 'hatred', 'was', 'added', 'now', 'a', 'PERSONAL', 'HATRED', 'born', 'of', 'envy']"
Notes from the Underground,Fyodor Dostoyevsky,"['Though', 'I', 'do', 'not', 'maintain', 'positively', 'that', 'she', 'understood', 'all', 'this', 'distinctly', 'but', 'she', 'certainly', 'did', 'fully', 'understand', 'that', 'I', 'was', 'a', 'despicable', 'man', 'and', 'what', 'was', 'worse', 'incapable', 'of', 'loving', 'her']"
Notes from the Underground,Fyodor Dostoyevsky,"['I', 'know', 'I', 'shall', 'be', 'told', 'that', 'this', 'is', 'incredible', 'but', 'it', 'is', 'incredible', 'to', 'be', 'as', 'spiteful', 'and', 'stupid', 'as', 'I', 'was', 'it', 'may', 'be', 'added', 'that', 'it', 'was', 'strange', 'I', 'should', 'not', 'love', 'her', 'or', 'at', 'any', 'rate', 'appreciate', 'her', 'love']"
Notes from the Underground,Fyodor Dostoyevsky,"['Why', 'is', 'it', 'strange']"
Notes from the Underground,Fyodor Dostoyevsky,"['In', 'the', 'first', 'place', 'by', 'then', 'I', 'was', 'incapable', 'of', 'love', 'for', 'I', 'repeat', 'with', 'me', 'loving', 'meant', 'tyrannising', 'and', 'showing', 'my', 'moral', 'superiority']"
Notes from the Underground,Fyodor Dostoyevsky,"['I', 'have', 'never', 'in', 'my', 'life', 'been', 'able', 'to', 'imagine', 'any', 'other', 'sort', 'of', 'love', 'and', 'have', 'nowadays', 'come', 'to', 'the', 'point', 'of', 'sometimes', 'thinking', 'that', 'love', 'really', 'consists', 'in', 'the', 'right', 'freely', 'given', 'by', 'the', 'beloved', 'object', 'to', 'tyrannise', 'over', 'her']"
Notes from the Underground,Fyodor Dostoyevsky,"['Even', 'in', 'my', 'underground', 'dreams', 'I', 'did', 'not', 'imagine', 'love', 'except', 'as', 'a', 'struggle']"
Notes from the Underground,Fyodor Dostoyevsky,"['I', 'began', 'it', 'always', 'with', 'hatred', 'and', 'ended', 'it', 'with', 'moral', 'subjugation', 'and', 'afterwards', 'I', 'never', 'knew', 'what', 'to', 'do', 'with', 'the', 'subjugated', 'object']"
Notes from the Underground,Fyodor Dostoyevsky,"['And', 'what', 'is', 'there', 'to', 'wonder', 'at', 'in', 'that', 'since', 'I', 'had', 'succeeded', 'in', 'so', 'corrupting', 'myself', 'since', 'I', 'was', 'so', 'out', 'of', 'touch', 'with', 'real', 'life', 'as', 'to', 'have', 'actually', 'thought', 'of', 'reproaching', 'her', 'and', 'putting', 'her', 'to', 'shame', 'for', 'having', 'come', 'to', 'me', 'to', 'hear', 'fine', 'sentiments', 'and', 'did', 'not', 'even', 'guess', 'that', 'she', 'had', 'come', 'not', 'to', 'hear', 'fine', 'sentiments', 'but', 'to', 'love', 'me', 'because', 'to', 'a', 'woman', 'all', 'reformation', 'all', 'salvation', 'from', 'any', 'sort', 'of', 'ruin', 'and', 'all', 'moral', 'renewal', 'is', 'included', 'in', 'love', 'and', 'can', 'only', 'show', 'itself', 'in', 'that', 'form']"
Notes from the Underground,Fyodor Dostoyevsky,"['I', 'did', 'not', 'hate', 'her', 'so', 'much', 'however', 'when', 'I', 'was', 'running', 'about', 'the', 'room', 'and', 'peeping', 'through', 'the', 'crack', 'in', 'the', 'screen']"
Notes from the Underground,Fyodor Dostoyevsky,"['I', 'was', 'only', 'insufferably', 'oppressed', 'by', 'her', 'being', 'here']"
Notes from the Underground,Fyodor Dostoyevsky,"['I', 'wanted', 'her', 'to', 'disappear']"
Notes from the Underground,Fyodor Dostoyevsky,"['I', 'wanted', 'peace', 'to', 'be', 'left', 'alone', 'in', 'my', 'underground', 'world']"
Notes from the Underground,Fyodor Dostoyevsky,"['Real', 'life', 'oppressed', 'me', 'with', 'its', 'novelty', 'so', 'much', 'that', 'I', 'could', 'hardly', 'breathe']"
Notes from the Underground,Fyodor Dostoyevsky,"['But', 'several', 'minutes', 'passed', 'and', 'she', 'still', 'remained', 'without', 'stirring', 'as', 'though', 'she', 'were', 'unconscious']"
Notes from the Underground,Fyodor Dostoyevsky,"['I', 'had', 'the', 'shamelessness', 'to', 'tap', 'softly', 'at', 'the', 'screen', 'as', 'though', 'to', 'remind', 'her']"
Notes from the Underground,Fyodor Dostoyevsky,"['She', 'started', 'sprang', 'up', 'and', 'flew', 'to', 'seek', 'her', 'kerchief', 'her', 'hat', 'her', 'coat', 'as', 'though', 'making', 'her', 'escape', 'from', 'me']"
